plan_id,black_pct,latino_pct
140,"0     0.371179
1     0.466730
2     0.237264
3     0.173939
4     0.292597
5     0.046720
6     0.527565
7     0.363848
8     0.075456
9     0.288323
10    0.540972
11    0.406154
12    0.191836
13    0.525968
dtype: float64","0     0.040000
1     0.076815
2     0.046716
3     0.075177
4     0.043404
5     0.076980
6     0.100884
7     0.043816
8     0.076311
9     0.056531
10    0.057250
11    0.041551
12    0.103853
13    0.054118
dtype: float64"
141,"0     0.371179
1     0.466730
2     0.237264
3     0.173939
4     0.292597
5     0.046720
6     0.527565
7     0.363848
8     0.075456
9     0.288323
10    0.346271
11    0.406154
12    0.191836
13    0.717047
dtype: float64","0     0.040000
1     0.076815
2     0.046716
3     0.075177
4     0.043404
5     0.076980
6     0.100884
7     0.043816
8     0.076311
9     0.056531
10    0.055706
11    0.041551
12    0.103853
13    0.055542
dtype: float64"
142,"0     0.382293
1     0.466730
2     0.237264
3     0.173939
4     0.292597
5     0.046720
6     0.527565
7     0.363848
8     0.075456
9     0.281737
10    0.346271
11    0.406154
12    0.191836
13    0.717047
dtype: float64","0     0.039803
1     0.076815
2     0.046716
3     0.075177
4     0.043404
5     0.076980
6     0.100884
7     0.043816
8     0.076311
9     0.055905
10    0.055706
11    0.041551
12    0.103853
13    0.055542
dtype: float64"
143,"0     0.382293
1     0.466730
2     0.237264
3     0.173939
4     0.292597
5     0.046720
6     0.518264
7     0.363848
8     0.075456
9     0.281737
10    0.346271
11    0.406154
12    0.193066
13    0.717047
dtype: float64","0     0.039803
1     0.076815
2     0.046716
3     0.075177
4     0.043404
5     0.076980
6     0.096066
7     0.043816
8     0.076311
9     0.055905
10    0.055706
11    0.041551
12    0.109071
13    0.055542
dtype: float64"
144,"0     0.382293
1     0.150292
2     0.237264
3     0.443998
4     0.292597
5     0.046720
6     0.518264
7     0.363848
8     0.075456
9     0.281737
10    0.346271
11    0.406154
12    0.193066
13    0.717047
dtype: float64","0     0.039803
1     0.073727
2     0.046716
3     0.077812
4     0.043404
5     0.076980
6     0.096066
7     0.043816
8     0.076311
9     0.055905
10    0.055706
11    0.041551
12    0.109071
13    0.055542
dtype: float64"
145,"0     0.382293
1     0.150292
2     0.237264
3     0.443998
4     0.292597
5     0.046720
6     0.365275
7     0.363848
8     0.075456
9     0.281737
10    0.496479
11    0.406154
12    0.193066
13    0.717047
dtype: float64","0     0.039803
1     0.073727
2     0.046716
3     0.077812
4     0.043404
5     0.076980
6     0.056602
7     0.043816
8     0.076311
9     0.055905
10    0.094556
11    0.041551
12    0.109071
13    0.055542
dtype: float64"
146,"0     0.382293
1     0.150292
2     0.237264
3     0.443998
4     0.292597
5     0.046720
6     0.723684
7     0.363848
8     0.075456
9     0.281737
10    0.496479
11    0.406154
12    0.193066
13    0.387736
dtype: float64","0     0.039803
1     0.073727
2     0.046716
3     0.077812
4     0.043404
5     0.076980
6     0.055867
7     0.043816
8     0.076311
9     0.055905
10    0.094556
11    0.041551
12    0.109071
13    0.056234
dtype: float64"
147,"0     0.382293
1     0.446073
2     0.237264
3     0.182217
4     0.292597
5     0.046720
6     0.723684
7     0.363848
8     0.075456
9     0.281737
10    0.496479
11    0.406154
12    0.193066
13    0.387736
dtype: float64","0     0.039803
1     0.072124
2     0.046716
3     0.079440
4     0.043404
5     0.076980
6     0.055867
7     0.043816
8     0.076311
9     0.055905
10    0.094556
11    0.041551
12    0.109071
13    0.056234
dtype: float64"
148,"0     0.382293
1     0.446073
2     0.231061
3     0.182217
4     0.292597
5     0.046720
6     0.723684
7     0.363848
8     0.075456
9     0.281737
10    0.496479
11    0.406154
12    0.199517
13    0.387736
dtype: float64","0     0.039803
1     0.072124
2     0.046470
3     0.079440
4     0.043404
5     0.076980
6     0.055867
7     0.043816
8     0.076311
9     0.055905
10    0.094556
11    0.041551
12    0.109348
13    0.056234
dtype: float64"
149,"0     0.382293
1     0.446073
2     0.231061
3     0.182217
4     0.292597
5     0.046720
6     0.723684
7     0.363848
8     0.075456
9     0.281737
10    0.374076
11    0.406154
12    0.199517
13    0.499255
dtype: float64","0     0.039803
1     0.072124
2     0.046470
3     0.079440
4     0.043404
5     0.076980
6     0.055867
7     0.043816
8     0.076311
9     0.055905
10    0.055317
11    0.041551
12    0.109348
13    0.091980
dtype: float64"
150,"0     0.382293
1     0.446073
2     0.231061
3     0.184138
4     0.292597
5     0.046720
6     0.723684
7     0.363848
8     0.075456
9     0.281737
10    0.374076
11    0.406154
12    0.197215
13    0.499255
dtype: float64","0     0.039803
1     0.072124
2     0.046470
3     0.079838
4     0.043404
5     0.076980
6     0.055867
7     0.043816
8     0.076311
9     0.055905
10    0.055317
11    0.041551
12    0.108637
13    0.091980
dtype: float64"
151,"0     0.382293
1     0.446073
2     0.231061
3     0.184138
4     0.292597
5     0.046720
6     0.733335
7     0.363848
8     0.075456
9     0.281737
10    0.374076
11    0.406154
12    0.197215
13    0.483243
dtype: float64","0     0.039803
1     0.072124
2     0.046470
3     0.079838
4     0.043404
5     0.076980
6     0.054475
7     0.043816
8     0.076311
9     0.055905
10    0.055317
11    0.041551
12    0.108637
13    0.094407
dtype: float64"
152,"0     0.382293
1     0.447703
2     0.231061
3     0.184138
4     0.292597
5     0.046720
6     0.733335
7     0.363848
8     0.075456
9     0.281737
10    0.372203
11    0.406154
12    0.197215
13    0.483243
dtype: float64","0     0.039803
1     0.071962
2     0.046470
3     0.079838
4     0.043404
5     0.076980
6     0.054475
7     0.043816
8     0.076311
9     0.055905
10    0.055409
11    0.041551
12    0.108637
13    0.094407
dtype: float64"
153,"0     0.382293
1     0.173059
2     0.231061
3     0.437850
4     0.292597
5     0.046720
6     0.733335
7     0.363848
8     0.075456
9     0.281737
10    0.372203
11    0.406154
12    0.197215
13    0.483243
dtype: float64","0     0.039803
1     0.074912
2     0.046470
3     0.077065
4     0.043404
5     0.076980
6     0.054475
7     0.043816
8     0.076311
9     0.055905
10    0.055409
11    0.041551
12    0.108637
13    0.094407
dtype: float64"
154,"0     0.382293
1     0.173059
2     0.231061
3     0.437850
4     0.292597
5     0.076310
6     0.733335
7     0.363848
8     0.047609
9     0.281737
10    0.372203
11    0.406154
12    0.197215
13    0.483243
dtype: float64","0     0.039803
1     0.074912
2     0.046470
3     0.077065
4     0.043404
5     0.078092
6     0.054475
7     0.043816
8     0.075126
9     0.055905
10    0.055409
11    0.041551
12    0.108637
13    0.094407
dtype: float64"
155,"0     0.405173
1     0.173059
2     0.231061
3     0.437850
4     0.292597
5     0.076310
6     0.733335
7     0.363848
8     0.047609
9     0.281737
10    0.372203
11    0.383852
12    0.197215
13    0.483243
dtype: float64","0     0.042111
1     0.074912
2     0.046470
3     0.077065
4     0.043404
5     0.078092
6     0.054475
7     0.043816
8     0.075126
9     0.055905
10    0.055409
11    0.039276
12    0.108637
13    0.094407
dtype: float64"
156,"0     0.405173
1     0.487449
2     0.231061
3     0.158668
4     0.292597
5     0.076310
6     0.733335
7     0.363848
8     0.047609
9     0.281737
10    0.372203
11    0.383852
12    0.197215
13    0.483243
dtype: float64","0     0.042111
1     0.079090
2     0.046470
3     0.073390
4     0.043404
5     0.078092
6     0.054475
7     0.043816
8     0.075126
9     0.055905
10    0.055409
11    0.039276
12    0.108637
13    0.094407
dtype: float64"
157,"0     0.405173
1     0.487449
2     0.231061
3     0.158668
4     0.292597
5     0.076310
6     0.733335
7     0.363848
8     0.047609
9     0.281737
10    0.372203
11    0.383852
12    0.503539
13    0.208330
dtype: float64","0     0.042111
1     0.079090
2     0.046470
3     0.073390
4     0.043404
5     0.078092
6     0.054475
7     0.043816
8     0.075126
9     0.055905
10    0.055409
11    0.039276
12    0.095420
13    0.106223
dtype: float64"
158,"0     0.405173
1     0.061733
2     0.231061
3     0.158668
4     0.292597
5     0.452364
6     0.733335
7     0.363848
8     0.047609
9     0.281737
10    0.372203
11    0.383852
12    0.503539
13    0.208330
dtype: float64","0     0.042111
1     0.079888
2     0.046470
3     0.073390
4     0.043404
5     0.077392
6     0.054475
7     0.043816
8     0.075126
9     0.055905
10    0.055409
11    0.039276
12    0.095420
13    0.106223
dtype: float64"
159,"0     0.405173
1     0.061733
2     0.231061
3     0.158668
4     0.292597
5     0.452364
6     0.503851
7     0.363848
8     0.047609
9     0.281737
10    0.606475
11    0.383852
12    0.503539
13    0.208330
dtype: float64","0     0.042111
1     0.079888
2     0.046470
3     0.073390
4     0.043404
5     0.077392
6     0.059759
7     0.043816
8     0.075126
9     0.055905
10    0.049481
11    0.039276
12    0.095420
13    0.106223
dtype: float64"
160,"0     0.405173
1     0.061733
2     0.231061
3     0.158668
4     0.292597
5     0.452364
6     0.549327
7     0.363848
8     0.047609
9     0.281737
10    0.606475
11    0.383852
12    0.465141
13    0.208330
dtype: float64","0     0.042111
1     0.079888
2     0.046470
3     0.073390
4     0.043404
5     0.077392
6     0.055347
7     0.043816
8     0.075126
9     0.055905
10    0.049481
11    0.039276
12    0.094764
13    0.106223
dtype: float64"
161,"0     0.405173
1     0.061733
2     0.231061
3     0.158668
4     0.292597
5     0.452364
6     0.549327
7     0.363848
8     0.047609
9     0.281737
10    0.606475
11    0.383852
12    0.223435
13    0.464964
dtype: float64","0     0.042111
1     0.079888
2     0.046470
3     0.073390
4     0.043404
5     0.077392
6     0.055347
7     0.043816
8     0.075126
9     0.055905
10    0.049481
11    0.039276
12    0.102570
13    0.097976
dtype: float64"
162,"0     0.405173
1     0.061733
2     0.231061
3     0.158668
4     0.292597
5     0.452364
6     0.549327
7     0.363848
8     0.047609
9     0.281737
10    0.606475
11    0.383852
12    0.448532
13    0.238427
dtype: float64","0     0.042111
1     0.079888
2     0.046470
3     0.073390
4     0.043404
5     0.077392
6     0.055347
7     0.043816
8     0.075126
9     0.055905
10    0.049481
11    0.039276
12    0.092348
13    0.107824
dtype: float64"
163,"0     0.405173
1     0.061733
2     0.231061
3     0.158668
4     0.292597
5     0.452364
6     0.239689
7     0.363848
8     0.047609
9     0.281737
10    0.606475
11    0.383852
12    0.448532
13    0.536279
dtype: float64","0     0.042111
1     0.079888
2     0.046470
3     0.073390
4     0.043404
5     0.077392
6     0.109376
7     0.043816
8     0.075126
9     0.055905
10    0.049481
11    0.039276
12    0.092348
13    0.055584
dtype: float64"
164,"0     0.405173
1     0.061733
2     0.231061
3     0.158668
4     0.292597
5     0.452364
6     0.554920
7     0.363848
8     0.047609
9     0.281737
10    0.606475
11    0.383852
12    0.448532
13    0.233695
dtype: float64","0     0.042111
1     0.079888
2     0.046470
3     0.073390
4     0.043404
5     0.077392
6     0.057503
7     0.043816
8     0.075126
9     0.055905
10    0.049481
11    0.039276
12    0.092348
13    0.106030
dtype: float64"
165,"0     0.405173
1     0.061733
2     0.231061
3     0.158668
4     0.292597
5     0.452364
6     0.554920
7     0.363848
8     0.047609
9     0.281737
10    0.618613
11    0.383852
12    0.448532
13    0.193261
dtype: float64","0     0.042111
1     0.079888
2     0.046470
3     0.073390
4     0.043404
5     0.077392
6     0.057503
7     0.043816
8     0.075126
9     0.055905
10    0.047525
11    0.039276
12    0.092348
13    0.112276
dtype: float64"
166,"0     0.364271
1     0.061733
2     0.231061
3     0.158668
4     0.292597
5     0.452364
6     0.554920
7     0.405725
8     0.047609
9     0.281737
10    0.618613
11    0.383852
12    0.448532
13    0.193261
dtype: float64","0     0.043314
1     0.079888
2     0.046470
3     0.073390
4     0.043404
5     0.077392
6     0.057503
7     0.042532
8     0.075126
9     0.055905
10    0.047525
11    0.039276
12    0.092348
13    0.112276
dtype: float64"
167,"0     0.364271
1     0.061733
2     0.231061
3     0.158668
4     0.292597
5     0.452364
6     0.554920
7     0.405725
8     0.047609
9     0.281737
10    0.399220
11    0.383852
12    0.643696
13    0.193261
dtype: float64","0     0.043314
1     0.079888
2     0.046470
3     0.073390
4     0.043404
5     0.077392
6     0.057503
7     0.042532
8     0.075126
9     0.055905
10    0.099315
11    0.039276
12    0.045922
13    0.112276
dtype: float64"
168,"0     0.382852
1     0.061733
2     0.231061
3     0.158668
4     0.292597
5     0.452364
6     0.554920
7     0.405725
8     0.047609
9     0.281737
10    0.399220
11    0.365088
12    0.643696
13    0.193261
dtype: float64","0     0.039181
1     0.079888
2     0.046470
3     0.073390
4     0.043404
5     0.077392
6     0.057503
7     0.042532
8     0.075126
9     0.055905
10    0.099315
11    0.043487
12    0.045922
13    0.112276
dtype: float64"
169,"0     0.382852
1     0.158881
2     0.231061
3     0.063405
4     0.292597
5     0.452364
6     0.554920
7     0.405725
8     0.047609
9     0.281737
10    0.399220
11    0.365088
12    0.643696
13    0.193261
dtype: float64","0     0.039181
1     0.073640
2     0.046470
3     0.079481
4     0.043404
5     0.077392
6     0.057503
7     0.042532
8     0.075126
9     0.055905
10    0.099315
11    0.043487
12    0.045922
13    0.112276
dtype: float64"
170,"0     0.382852
1     0.158881
2     0.231061
3     0.063405
4     0.292597
5     0.452364
6     0.554920
7     0.405725
8     0.052845
9     0.281737
10    0.399220
11    0.365088
12    0.643696
13    0.193990
dtype: float64","0     0.039181
1     0.073640
2     0.046470
3     0.079481
4     0.043404
5     0.077392
6     0.057503
7     0.042532
8     0.074668
9     0.055905
10    0.099315
11    0.043487
12    0.045922
13    0.114439
dtype: float64"
171,"0     0.382852
1     0.158881
2     0.231061
3     0.069888
4     0.292597
5     0.465858
6     0.554920
7     0.405725
8     0.052845
9     0.281737
10    0.399220
11    0.365088
12    0.643696
13    0.193990
dtype: float64","0     0.039181
1     0.073640
2     0.046470
3     0.078779
4     0.043404
5     0.077983
6     0.057503
7     0.042532
8     0.074668
9     0.055905
10    0.099315
11    0.043487
12    0.045922
13    0.114439
dtype: float64"
172,"0     0.382852
1     0.054734
2     0.231061
3     0.069888
4     0.292597
5     0.465858
6     0.554920
7     0.405725
8     0.160157
9     0.281737
10    0.399220
11    0.365088
12    0.643696
13    0.193990
dtype: float64","0     0.039181
1     0.074178
2     0.046470
3     0.078779
4     0.043404
5     0.077983
6     0.057503
7     0.042532
8     0.074138
9     0.055905
10    0.099315
11    0.043487
12    0.045922
13    0.114439
dtype: float64"
173,"0     0.382852
1     0.194433
2     0.231061
3     0.069888
4     0.292597
5     0.465858
6     0.554920
7     0.405725
8     0.160157
9     0.281737
10    0.399220
11    0.365088
12    0.643696
13    0.050388
dtype: float64","0     0.039181
1     0.113381
2     0.046470
3     0.078779
4     0.043404
5     0.077983
6     0.057503
7     0.042532
8     0.074138
9     0.055905
10    0.099315
11    0.043487
12    0.045922
13    0.074029
dtype: float64"
174,"0     0.382852
1     0.194253
2     0.231061
3     0.069888
4     0.292597
5     0.465858
6     0.554920
7     0.405725
8     0.160157
9     0.281737
10    0.399220
11    0.365088
12    0.643696
13    0.053377
dtype: float64","0     0.039181
1     0.114740
2     0.046470
3     0.078779
4     0.043404
5     0.077983
6     0.057503
7     0.042532
8     0.074138
9     0.055905
10    0.099315
11    0.043487
12    0.045922
13    0.073584
dtype: float64"
175,"0     0.382852
1     0.551866
2     0.231061
3     0.069888
4     0.292597
5     0.465858
6     0.196749
7     0.405725
8     0.160157
9     0.281737
10    0.399220
11    0.365088
12    0.643696
13    0.053377
dtype: float64","0     0.039181
1     0.055737
2     0.046470
3     0.078779
4     0.043404
5     0.077983
6     0.116446
7     0.042532
8     0.074138
9     0.055905
10    0.099315
11    0.043487
12    0.045922
13    0.073584
dtype: float64"
176,"0     0.382852
1     0.551866
2     0.231061
3     0.069888
4     0.292597
5     0.465858
6     0.196749
7     0.405725
8     0.159086
9     0.281737
10    0.399220
11    0.365088
12    0.643696
13    0.047659
dtype: float64","0     0.039181
1     0.055737
2     0.046470
3     0.078779
4     0.043404
5     0.077983
6     0.116446
7     0.042532
8     0.073918
9     0.055905
10    0.099315
11    0.043487
12    0.045922
13    0.073780
dtype: float64"
177,"0     0.382852
1     0.551866
2     0.231061
3     0.069888
4     0.292597
5     0.465858
6     0.196749
7     0.405725
8     0.159086
9     0.281737
10    0.039936
11    0.365088
12    0.643696
13    0.368854
dtype: float64","0     0.039181
1     0.055737
2     0.046470
3     0.078779
4     0.043404
5     0.077983
6     0.116446
7     0.042532
8     0.073918
9     0.055905
10    0.064677
11    0.043487
12    0.045922
13    0.104774
dtype: float64"
178,"0     0.382852
1     0.553921
2     0.231061
3     0.069888
4     0.288001
5     0.465858
6     0.196749
7     0.405725
8     0.159086
9     0.281737
10    0.039936
11    0.365088
12    0.643696
13    0.368854
dtype: float64","0     0.039181
1     0.056836
2     0.046470
3     0.078779
4     0.042320
5     0.077983
6     0.116446
7     0.042532
8     0.073918
9     0.055905
10    0.064677
11    0.043487
12    0.045922
13    0.104774
dtype: float64"
179,"0     0.382852
1     0.553921
2     0.231061
3     0.069888
4     0.288001
5     0.179272
6     0.196749
7     0.405725
8     0.430154
9     0.281737
10    0.039936
11    0.365088
12    0.643696
13    0.368854
dtype: float64","0     0.039181
1     0.056836
2     0.046470
3     0.078779
4     0.042320
5     0.080566
6     0.116446
7     0.042532
8     0.071269
9     0.055905
10    0.064677
11    0.043487
12    0.045922
13    0.104774
dtype: float64"
180,"0     0.382852
1     0.553921
2     0.231061
3     0.426099
4     0.288001
5     0.179272
6     0.196749
7     0.405725
8     0.063852
9     0.281737
10    0.039936
11    0.365088
12    0.643696
13    0.368854
dtype: float64","0     0.039181
1     0.056836
2     0.046470
3     0.069745
4     0.042320
5     0.080566
6     0.116446
7     0.042532
8     0.080708
9     0.055905
10    0.064677
11    0.043487
12    0.045922
13    0.104774
dtype: float64"
181,"0     0.382852
1     0.553921
2     0.231061
3     0.426099
4     0.288001
5     0.179272
6     0.196749
7     0.405725
8     0.063852
9     0.281737
10    0.046612
11    0.365088
12    0.643696
13    0.361937
dtype: float64","0     0.039181
1     0.056836
2     0.046470
3     0.069745
4     0.042320
5     0.080566
6     0.116446
7     0.042532
8     0.080708
9     0.055905
10    0.066433
11    0.043487
12    0.045922
13    0.103091
dtype: float64"
182,"0     0.382852
1     0.553921
2     0.231061
3     0.152147
4     0.288001
5     0.460792
6     0.196749
7     0.405725
8     0.063852
9     0.281737
10    0.046612
11    0.365088
12    0.643696
13    0.361937
dtype: float64","0     0.039181
1     0.056836
2     0.046470
3     0.071952
4     0.042320
5     0.078127
6     0.116446
7     0.042532
8     0.080708
9     0.055905
10    0.066433
11    0.043487
12    0.045922
13    0.103091
dtype: float64"
183,"0     0.382852
1     0.201088
2     0.231061
3     0.152147
4     0.288001
5     0.460792
6     0.549763
7     0.405725
8     0.063852
9     0.281737
10    0.046612
11    0.365088
12    0.643696
13    0.361937
dtype: float64","0     0.039181
1     0.117392
2     0.046470
3     0.071952
4     0.042320
5     0.078127
6     0.055759
7     0.042532
8     0.080708
9     0.055905
10    0.066433
11    0.043487
12    0.045922
13    0.103091
dtype: float64"
184,"0     0.382852
1     0.201088
2     0.231061
3     0.203830
4     0.288001
5     0.415170
6     0.549763
7     0.405725
8     0.063852
9     0.281737
10    0.046612
11    0.365088
12    0.643696
13    0.361937
dtype: float64","0     0.039181
1     0.117392
2     0.046470
3     0.080442
4     0.042320
5     0.069199
6     0.055759
7     0.042532
8     0.080708
9     0.055905
10    0.066433
11    0.043487
12    0.045922
13    0.103091
dtype: float64"
185,"0     0.382852
1     0.318751
2     0.231061
3     0.203830
4     0.288001
5     0.415170
6     0.549763
7     0.405725
8     0.063852
9     0.281737
10    0.046612
11    0.365088
12    0.643696
13    0.242330
dtype: float64","0     0.039181
1     0.104156
2     0.046470
3     0.080442
4     0.042320
5     0.069199
6     0.055759
7     0.042532
8     0.080708
9     0.055905
10    0.066433
11    0.043487
12    0.045922
13    0.116948
dtype: float64"
186,"0     0.382852
1     0.311649
2     0.231061
3     0.203830
4     0.288001
5     0.415170
6     0.549763
7     0.405725
8     0.063852
9     0.281737
10    0.046612
11    0.365088
12    0.661539
13    0.242330
dtype: float64","0     0.039181
1     0.099866
2     0.046470
3     0.080442
4     0.042320
5     0.069199
6     0.055759
7     0.042532
8     0.080708
9     0.055905
10    0.066433
11    0.043487
12    0.048522
13    0.116948
dtype: float64"
187,"0     0.382852
1     0.526307
2     0.231061
3     0.203830
4     0.288001
5     0.415170
6     0.314713
7     0.405725
8     0.063852
9     0.281737
10    0.046612
11    0.365088
12    0.661539
13    0.242330
dtype: float64","0     0.039181
1     0.057460
2     0.046470
3     0.080442
4     0.042320
5     0.069199
6     0.101903
7     0.042532
8     0.080708
9     0.055905
10    0.066433
11    0.043487
12    0.048522
13    0.116948
dtype: float64"
188,"0     0.382852
1     0.526307
2     0.231061
3     0.167640
4     0.288001
5     0.460322
6     0.314713
7     0.405725
8     0.063852
9     0.281737
10    0.046612
11    0.365088
12    0.661539
13    0.242330
dtype: float64","0     0.039181
1     0.057460
2     0.046470
3     0.073118
4     0.042320
5     0.077159
6     0.101903
7     0.042532
8     0.080708
9     0.055905
10    0.066433
11    0.043487
12    0.048522
13    0.116948
dtype: float64"
189,"0     0.382852
1     0.526307
2     0.231061
3     0.052130
4     0.288001
5     0.460322
6     0.314713
7     0.405725
8     0.063852
9     0.281737
10    0.165910
11    0.365088
12    0.661539
13    0.242330
dtype: float64","0     0.039181
1     0.057460
2     0.046470
3     0.067020
4     0.042320
5     0.077159
6     0.101903
7     0.042532
8     0.080708
9     0.055905
10    0.072778
11    0.043487
12    0.048522
13    0.116948
dtype: float64"
190,"0     0.382852
1     0.526307
2     0.231061
3     0.052130
4     0.273438
5     0.460322
6     0.314713
7     0.405725
8     0.063852
9     0.281737
10    0.165910
11    0.365088
12    0.671563
13    0.242330
dtype: float64","0     0.039181
1     0.057460
2     0.046470
3     0.067020
4     0.042326
5     0.077159
6     0.101903
7     0.042532
8     0.080708
9     0.055905
10    0.072778
11    0.043487
12    0.048446
13    0.116948
dtype: float64"
191,"0     0.382852
1     0.596474
2     0.231061
3     0.052130
4     0.273438
5     0.370994
6     0.314713
7     0.405725
8     0.063852
9     0.281737
10    0.165910
11    0.365088
12    0.671563
13    0.242330
dtype: float64","0     0.039181
1     0.055151
2     0.046470
3     0.067020
4     0.042326
5     0.081621
6     0.101903
7     0.042532
8     0.080708
9     0.055905
10    0.072778
11    0.043487
12    0.048446
13    0.116948
dtype: float64"
192,"0     0.382852
1     0.596474
2     0.231061
3     0.052130
4     0.273438
5     0.370994
6     0.166357
7     0.405725
8     0.063852
9     0.281737
10    0.306933
11    0.365088
12    0.671563
13    0.242330
dtype: float64","0     0.039181
1     0.055151
2     0.046470
3     0.067020
4     0.042326
5     0.081621
6     0.071892
7     0.042532
8     0.080708
9     0.055905
10    0.101312
11    0.043487
12    0.048446
13    0.116948
dtype: float64"
193,"0     0.382852
1     0.596474
2     0.231061
3     0.065272
4     0.273438
5     0.370994
6     0.166357
7     0.405725
8     0.051013
9     0.281737
10    0.306933
11    0.365088
12    0.671563
13    0.242330
dtype: float64","0     0.039181
1     0.055151
2     0.046470
3     0.081324
4     0.042326
5     0.081621
6     0.071892
7     0.042532
8     0.066732
9     0.055905
10    0.101312
11    0.043487
12    0.048446
13    0.116948
dtype: float64"
194,"0     0.382852
1     0.596474
2     0.231061
3     0.065272
4     0.664112
5     0.370994
6     0.166357
7     0.405725
8     0.051013
9     0.281737
10    0.306933
11    0.365088
12    0.288431
13    0.242330
dtype: float64","0     0.039181
1     0.055151
2     0.046470
3     0.081324
4     0.048077
5     0.081621
6     0.071892
7     0.042532
8     0.066732
9     0.055905
10    0.101312
11    0.043487
12    0.042805
13    0.116948
dtype: float64"
195,"0     0.382852
1     0.596474
2     0.231061
3     0.065272
4     0.664112
5     0.370994
6     0.166357
7     0.405725
8     0.319704
9     0.281737
10    0.056945
11    0.365088
12    0.288431
13    0.242330
dtype: float64","0     0.039181
1     0.055151
2     0.046470
3     0.081324
4     0.048077
5     0.081621
6     0.071892
7     0.042532
8     0.100615
9     0.055905
10    0.069877
11    0.043487
12    0.042805
13    0.116948
dtype: float64"
196,"0     0.282579
1     0.596474
2     0.231061
3     0.065272
4     0.664112
5     0.370994
6     0.166357
7     0.405725
8     0.319704
9     0.381423
10    0.056945
11    0.365088
12    0.288431
13    0.242330
dtype: float64","0     0.055961
1     0.055151
2     0.046470
3     0.081324
4     0.048077
5     0.081621
6     0.071892
7     0.042532
8     0.100615
9     0.039224
10    0.069877
11    0.043487
12    0.042805
13    0.116948
dtype: float64"
197,"0     0.282579
1     0.596474
2     0.231061
3     0.065272
4     0.664112
5     0.370994
6     0.166357
7     0.405725
8     0.319704
9     0.381423
10    0.055471
11    0.365088
12    0.288431
13    0.243617
dtype: float64","0     0.055961
1     0.055151
2     0.046470
3     0.081324
4     0.048077
5     0.081621
6     0.071892
7     0.042532
8     0.100615
9     0.039224
10    0.073661
11    0.043487
12    0.042805
13    0.112636
dtype: float64"
198,"0     0.282579
1     0.596474
2     0.231061
3     0.065272
4     0.664112
5     0.370994
6     0.166357
7     0.363827
8     0.319704
9     0.381423
10    0.055471
11    0.407584
12    0.288431
13    0.243617
dtype: float64","0     0.055961
1     0.055151
2     0.046470
3     0.081324
4     0.048077
5     0.081621
6     0.071892
7     0.042956
8     0.100615
9     0.039224
10    0.073661
11    0.043012
12    0.042805
13    0.112636
dtype: float64"
199,"0     0.282579
1     0.322497
2     0.231061
3     0.065272
4     0.664112
5     0.370994
6     0.166357
7     0.363827
8     0.597922
9     0.381423
10    0.055471
11    0.407584
12    0.288431
13    0.243617
dtype: float64","0     0.055961
1     0.100882
2     0.046470
3     0.081324
4     0.048077
5     0.081621
6     0.071892
7     0.042956
8     0.054224
9     0.039224
10    0.073661
11    0.043012
12    0.042805
13    0.112636
dtype: float64"
200,"0     0.282579
1     0.322497
2     0.231061
3     0.065272
4     0.664112
5     0.370994
6     0.166357
7     0.365058
8     0.597922
9     0.381423
10    0.055471
11    0.406274
12    0.288431
13    0.243617
dtype: float64","0     0.055961
1     0.100882
2     0.046470
3     0.081324
4     0.048077
5     0.081621
6     0.071892
7     0.042932
8     0.054224
9     0.039224
10    0.073661
11    0.043034
12    0.042805
13    0.112636
dtype: float64"
201,"0     0.282579
1     0.339310
2     0.231061
3     0.065272
4     0.664112
5     0.370994
6     0.166357
7     0.365058
8     0.597922
9     0.381423
10    0.059029
11    0.406274
12    0.288431
13    0.243617
dtype: float64","0     0.055961
1     0.104145
2     0.046470
3     0.081324
4     0.048077
5     0.081621
6     0.071892
7     0.042932
8     0.054224
9     0.039224
10    0.072705
11    0.043034
12    0.042805
13    0.112636
dtype: float64"
202,"0     0.282579
1     0.339310
2     0.231061
3     0.065272
4     0.636819
5     0.370994
6     0.166357
7     0.365058
8     0.597922
9     0.381423
10    0.059029
11    0.406274
12    0.311664
13    0.243617
dtype: float64","0     0.055961
1     0.104145
2     0.046470
3     0.081324
4     0.043465
5     0.081621
6     0.071892
7     0.042932
8     0.054224
9     0.039224
10    0.072705
11    0.043034
12    0.047375
13    0.112636
dtype: float64"
203,"0     0.282579
1     0.339310
2     0.231061
3     0.065272
4     0.636819
5     0.370994
6     0.166357
7     0.365058
8     0.597922
9     0.381423
10    0.043686
11    0.406274
12    0.311664
13    0.241899
dtype: float64","0     0.055961
1     0.104145
2     0.046470
3     0.081324
4     0.043465
5     0.081621
6     0.071892
7     0.042932
8     0.054224
9     0.039224
10    0.069297
11    0.043034
12    0.047375
13    0.112353
dtype: float64"
204,"0     0.282579
1     0.339310
2     0.231061
3     0.065272
4     0.659508
5     0.370994
6     0.166357
7     0.365058
8     0.597922
9     0.381423
10    0.043686
11    0.406274
12    0.302359
13    0.241899
dtype: float64","0     0.055961
1     0.104145
2     0.046470
3     0.081324
4     0.044965
5     0.081621
6     0.071892
7     0.042932
8     0.054224
9     0.039224
10    0.069297
11    0.043034
12    0.045837
13    0.112353
dtype: float64"
