"GEO_ID","NAME","P1_001N","P1_002N","P1_003N","P1_004N","P1_005N","P1_006N","P1_007N","P1_008N","P1_009N","P1_010N","P1_011N","P1_012N","P1_013N","P1_014N","P1_015N","P1_016N","P1_017N","P1_018N","P1_019N","P1_020N","P1_021N","P1_022N","P1_023N","P1_024N","P1_025N","P1_026N","P1_027N","P1_028N","P1_029N","P1_030N","P1_031N","P1_032N","P1_033N","P1_034N","P1_035N","P1_036N","P1_037N","P1_038N","P1_039N","P1_040N","P1_041N","P1_042N","P1_043N","P1_044N","P1_045N","P1_046N","P1_047N","P1_048N","P1_049N","P1_050N","P1_051N","P1_052N","P1_053N","P1_054N","P1_055N","P1_056N","P1_057N","P1_058N","P1_059N","P1_060N","P1_061N","P1_062N","P1_063N","P1_064N","P1_065N","P1_066N","P1_067N","P1_068N","P1_069N","P1_070N","P1_071N",
"7000000US132610C1-27","REES PARK, Sumter County, Georgia","5626","5464","957","4148","12","79","4","264","162","148","65","23","3","1","35","10","2","0","8","0","0","0","0","1","0","11","9","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US132610C2-27","GSW CONF CENTER, Sumter County, Georgia","6117","5933","2905","2387","15","281","2","343","184","171","50","23","14","4","62","9","0","0","6","0","0","0","3","0","0","10","2","1","0","0","1","0","0","2","1","1","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US132610C3-27","REC DEPT, Sumter County, Georgia","4467","4372","680","3597","1","33","1","60","95","92","67","2","5","1","7","3","0","0","7","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13263000001","ONEAL, Talbot County, Georgia","596","585","276","306","2","1","0","0","11","5","0","0","0","0","3","1","0","0","0","0","0","0","1","0","0","5","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US13263000002","VALLEY, Talbot County, Georgia","885","860","414","440","1","3","0","2","25","25","4","8","0","0","8","1","1","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13263000003","JUNCTION CITY, Talbot County, Georgia","550","532","266","264","0","2","0","0","18","16","7","2","0","0","6","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13263000004","GENEVA, Talbot County, Georgia","552","534","261","268","1","1","0","3","18","16","4","3","0","0","5","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13263000005","TALBOTTON, Talbot County, Georgia","1111","1090","239","845","1","5","0","0","21","15","6","7","0","0","1","0","0","0","0","0","0","0","1","0","0","4","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0",
"7000000US13263000006","BOX SPRINGS, Talbot County, Georgia","631","598","387","205","0","5","1","0","33","32","4","16","0","0","9","2","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13263000008","FLINT HILL, Talbot County, Georgia","1408","1373","618","751","0","0","0","4","35","29","9","8","0","0","8","3","0","0","1","0","0","0","0","0","0","6","1","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13265000172","SHARON, Taliaferro County, Georgia","299","283","142","135","2","0","0","4","16","11","8","2","0","0","0","0","0","1","0","0","0","0","0","0","0","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13265000601","CRAWFORDVILLE, Taliaferro County, Georgia","1260","1194","464","698","2","6","0","24","66","58","16","12","5","0","15","0","2","2","3","3","0","0","0","0","0","8","1","1","0","2","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13267000001","COBBTOWN, Tattnall County, Georgia","1263","1149","931","148","11","2","0","57","114","110","15","19","0","0","75","0","0","0","1","0","0","0","0","0","0","4","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13267000003","COLLINS, Tattnall County, Georgia","2137","2059","1545","432","6","5","0","71","78","74","24","15","0","0","32","1","0","0","1","0","0","0","0","0","1","3","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"7000000US13267000004","MANASSAS, Tattnall County, Georgia","335","324","246","68","0","1","0","9","11","11","2","1","0","0","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13267000005","DISTRICT II, Tattnall County, Georgia","4233","4034","2547","1254","19","42","2","170","199","173","47","36","0","2","78","4","1","0","5","0","0","0","0","0","0","20","7","2","0","1","0","0","2","2","0","0","0","0","1","2","3","0","0","0","0","0","6","3","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13267000007","EAST GLENNVILLE, Tattnall County, Georgia","4136","3913","2875","730","18","44","3","243","223","203","25","39","12","3","111","3","2","0","3","0","1","1","0","0","3","13","3","1","0","4","1","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","6","3","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0",
"7000000US13267000008","DISTRICT IV, Tattnall County, Georgia","3970","3800","2396","1219","10","21","1","153","170","155","37","26","6","1","75","3","2","0","2","0","0","0","0","1","2","14","5","2","0","4","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13267000009","DISTRICT V, Tattnall County, Georgia","1692","1589","1387","124","8","0","0","70","103","95","20","16","2","2","47","0","0","0","4","0","1","0","0","2","1","6","2","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13267000010","SHILOH, Tattnall County, Georgia","5076","4930","2349","2043","11","12","0","515","146","130","25","20","0","0","78","1","1","0","5","0","0","0","0","0","0","16","2","9","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13269000001","PRECINCT 1, Taylor County, Georgia","1711","1682","294","1353","1","7","1","26","29","23","13","4","0","0","4","0","1","1","0","0","0","0","0","0","0","5","0","0","0","1","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13269000005","PRECINCT 5, Taylor County, Georgia","3311","3191","2577","552","8","26","1","27","120","115","46","37","1","0","20","0","4","0","3","0","0","3","1","0","0","5","3","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13269000006","PRECINCT 6, Taylor County, Georgia","2794","2724","1769","921","18","6","3","7","70","60","29","12","0","0","10","3","1","2","1","0","0","1","1","0","0","9","8","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US132710000HE","HELENA, Telfair County, Georgia","2838","2770","1137","1544","7","12","0","70","68","65","11","9","2","0","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US132710000JA","JACKSONVILLE, Telfair County, Georgia","956","934","734","180","4","0","0","16","22","20","6","6","3","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0",
"7000000US132710000LU","LUMBER-CITY, Telfair County, Georgia","1558","1508","860","628","2","3","0","15","50","46","18","10","3","0","13","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","1","0","1","0","0","0","0","0","0",
"7000000US132710000MC","MCRAE, Telfair County, Georgia","5445","5340","3140","2079","21","16","0","84","105","98","48","17","2","0","23","0","0","0","8","0","0","0","0","0","0","5","2","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",
"7000000US132710000MI","MILAN, Telfair County, Georgia","1203","1164","1025","118","1","0","0","20","39","35","13","6","4","0","12","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US132710000SC","SCOTLAND, Telfair County, Georgia","477","459","373","81","0","1","0","4","18","17","2","8","0","0","7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13273000001","DAWSON, Terrell County, Georgia","4763","4661","781","3806","9","47","1","17","102","92","45","7","1","0","7","7","2","0","16","0","1","0","4","2","0","9","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13273000002","SASSER, Terrell County, Georgia","1730","1680","1018","634","1","2","0","25","50","44","7","18","2","0","9","1","3","0","2","0","0","0","2","0","0","5","1","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13273000003","BRONWOOD, Terrell County, Georgia","950","910","401","497","0","2","1","9","40","39","9","9","0","0","13","4","0","0","3","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13273000004","PARROTT, Terrell County, Georgia","575","548","346","193","0","6","1","2","27","24","9","9","0","0","3","0","0","0","1","0","0","0","0","2","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US13273000005","GRAVES, Terrell County, Georgia","822","800","518","270","0","8","1","3","22","19","6","9","0","0","0","2","0","0","0","0","0","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US13273000006","HEROD-DOVER, Terrell County, Georgia","345","343","173","165","1","2","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000101","BARWICK, Thomas County, Georgia","928","900","646","234","10","2","0","8","28","28","4","10","2","1","4","2","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000102","BOSTON, Thomas County, Georgia","2397","2327","1127","1114","11","2","0","73","70","66","12","22","1","2","24","3","0","0","1","1","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000103","CENTRAL, Thomas County, Georgia","5360","5092","3469","1476","14","76","1","56","268","263","81","95","6","0","74","1","2","0","3","0","0","0","1","0","0","5","0","0","0","1","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000104","COOLIDGE, Thomas County, Georgia","1555","1507","1196","263","13","5","0","30","48","45","5","15","2","0","20","2","0","0","0","0","0","0","1","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000105","DOUGLASS, Thomas County, Georgia","4206","4063","686","3274","15","27","6","55","143","136","51","20","7","2","13","10","1","0","31","0","0","1","0","0","0","7","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000106","ELLABELLE, Thomas County, Georgia","1547","1495","1282","181","10","10","0","12","52","52","12","18","0","0","20","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000107","FIRE STATION #2, Thomas County, Georgia","1919","1850","1472","327","8","30","0","13","69","66","10","20","2","0","29","2","1","1","1","0","0","0","0","0","0","3","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000108","GATLIN CREEK, Thomas County, Georgia","3219","3069","2298","679","23","8","0","61","150","145","21","59","10","0","47","1","0","0","7","0","0","0","0","0","0","3","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000109","HARPER, Thomas County, Georgia","2937","2859","680","2129","1","19","0","30","78","75","30","25","1","0","5","7","0","1","4","0","0","2","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000110","JERGER, Thomas County, Georgia","2831","2743","1726","973","10","9","0","25","88","78","20","7","4","0","35","4","3","0","5","0","0","0","0","0","0","10","5","0","0","3","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000111","MEIGS, Thomas County, Georgia","1440","1390","685","633","4","11","0","57","50","50","8","16","2","0","12","4","0","1","5","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000112","MERRILLVILLE, Thomas County, Georgia","1099","1036","748","258","8","4","0","18","63","56","12","24","2","0","16","2","0","0","0","0","0","0","0","0","0","7","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000113","METCALFE, Thomas County, Georgia","469","442","336","89","1","6","0","10","27","27","3","11","8","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000114","NEW COVENANT, Thomas County, Georgia","3358","3201","2445","594","12","38","2","110","157","150","35","45","14","0","41","3","0","0","8","1","0","2","1","0","0","7","5","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000115","OCHLOCKNEE, Thomas County, Georgia","1949","1902","1552","305","17","9","0","19","47","47","13","18","2","0","11","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000116","PATTEN, Thomas County, Georgia","603","591","464","112","7","4","0","4","12","12","1","3","1","0","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000117","PAVO, Thomas County, Georgia","1074","1044","856","148","3","4","0","33","30","28","7","13","1","0","6","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000118","REMINGTON, Thomas County, Georgia","3349","3232","2097","955","5","125","0","50","117","109","35","29","9","0","20","8","3","0","4","0","0","1","0","0","0","7","4","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000119","RESOURCE CENTER, Thomas County, Georgia","1926","1869","230","1613","6","2","0","18","57","57","18","8","3","0","18","2","1","0","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13275000120","SCOTT, Thomas County, Georgia","3632","3452","2380","986","11","33","0","42","180","173","37","50","17","1","58","0","3","1","5","0","0","0","0","1","0","4","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13277000001","27701 - TIFTON NORTHEAST Voting District, Tift County, Georgia","5981","5631","3260","1699","37","164","0","471","350","328","82","41","14","1","167","7","2","0","9","0","0","3","0","2","0","20","3","0","0","3","1","0","12","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13277000002","27702 - BRIGHTON Voting District, Tift County, Georgia","3015","2872","2556","199","4","42","0","71","143","141","20","45","11","0","65","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13277000003","27703 - BROOKFIELD Voting District, Tift County, Georgia","2686","2533","2212","157","4","15","0","145","153","151","29","22","4","0","91","4","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13277000004","27704 - CHULA Voting District, Tift County, Georgia","1890","1807","1617","150","0","13","0","27","83","81","14","18","5","0","42","1","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13277000005","27705 - DOCIA Voting District, Tift County, Georgia","1336","1282","1196","28","7","7","0","44","54","54","5","18","2","0","28","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13277000006","27706 - ELDORADO Voting District, Tift County, Georgia","2107","1996","1564","289","5","34","0","104","111","105","17","16","3","0","62","2","0","0","5","0","0","0","0","0","0","6","1","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13277000007","27707 - OMEGA Voting District, Tift County, Georgia","2010","1762","1147","207","3","11","0","394","248","245","16","17","3","0","203","1","0","0","2","0","0","3","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13277000008","27708 - TY TY Voting District, Tift County, Georgia","1825","1716","1261","367","4","8","0","76","109","102","9","20","14","0","55","0","0","0","3","0","0","1","0","0","0","6","0","0","2","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13277000009","27709 - TIFTON NORTHWEST Voting District, Tift County, Georgia","6096","5720","3749","1321","17","201","0","432","376","356","58","50","21","0","208","4","4","0","8","0","0","3","0","0","0","20","10","4","1","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13277000010","27710 - TIFTON SOUTH Voting District, Tift County, Georgia","3865","3692","831","2716","6","30","0","109","173","160","36","14","14","0","86","8","0","0","2","0","0","0","0","0","0","12","5","0","0","0","3","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13277000011","27711 - MOTT-LITMAN GYM Voting District, Tift County, Georgia","4730","4508","624","3609","30","13","1","231","222","208","83","27","2","0","71","18","0","0","5","0","0","2","0","0","0","9","3","0","0","1","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13277000012","27712 - TIFTON LODGE Voting District, Tift County, Georgia","5803","5407","3220","1389","19","113","1","665","396","387","82","60","22","0","206","7","0","0","3","0","0","4","0","1","2","6","2","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13279000039","NEWBRANCH, Toombs County, Georgia","2244","2148","1767","169","18","3","0","191","96","89","13","15","0","0","59","1","0","0","0","0","0","1","0","0","0","7","2","2","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13279000043","CEDAR CROSSING, Toombs County, Georgia","2314","2196","1941","55","11","1","0","188","118","111","9","25","3","0","70","0","0","0","0","0","0","4","0","0","0","7","4","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13279000513","V.P.D., Toombs County, Georgia","8780","8388","5058","2847","37","153","1","292","392","377","111","65","27","1","162","5","0","0","3","0","0","2","1","0","0","12","5","0","0","2","1","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13279000514","S.T.I.A.L.C., Toombs County, Georgia","6693","6403","3628","2381","22","17","2","353","290","276","72","70","10","0","102","10","2","0","0","0","0","7","2","1","0","11","4","0","0","1","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13279015361","LYONS, Toombs County, Georgia","6999","6525","4166","1571","13","35","3","737","474","455","109","50","3","1","271","5","0","0","0","0","0","12","2","0","2","16","5","1","0","2","3","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13281000833","MACEDONIA, Towns County, Georgia","3445","3301","3229","5","13","21","0","33","144","131","10","58","1","3","56","0","0","0","0","0","0","1","1","0","1","9","1","0","3","0","0","0","3","0","0","1","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0",
"7000000US13281000990","HIAWASSEE, Towns County, Georgia","5047","4876","4788","12","10","31","0","35","171","161","8","76","13","0","59","0","0","0","0","0","0","4","0","0","1","8","1","0","1","0","0","0","3","0","0","0","0","0","1","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US13281001468","YOUNG HARRIS, Towns County, Georgia","3963","3811","3545","110","7","29","2","118","152","147","2","71","10","0","63","0","0","0","0","0","0","1","0","0","0","3","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13281001581","TATE CITY, Towns County, Georgia","38","35","32","1","0","0","1","1","3","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1328300SOPE","SOPERTON, Treutlen County, Georgia","3615","3509","1625","1843","9","6","0","26","106","95","55","16","2","0","15","0","0","0","2","0","0","0","2","1","2","9","3","0","0","1","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
