plan_id,black_scores,latino_scores
472,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.9269160502239575, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0.6868571317297281, 13: 0.9963258903518922, 14: 0}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.11036423725217871, 6: 0, 7: 0, 8: 0, 9: 0.10755118135690894, 10: 0, 11: 0, 12: 0.16960552397762743, 13: 0.17715961898454993, 14: 0}"
473,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.9269160502239575, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0.6868571317297281, 13: 0.9963258903518922, 14: 0}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.11036423725217871, 6: 0, 7: 0, 8: 0, 9: 0.10755118135690894, 10: 0, 11: 0, 12: 0.16960552397762743, 13: 0.17715961898454993, 14: 0}"
474,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.8716850404031806, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0.6868571317297281, 13: 0.9963258903518922, 14: 0}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.11206233101932142, 6: 0, 7: 0, 8: 0, 9: 0.10755118135690894, 10: 0, 11: 0, 12: 0.16960552397762743, 13: 0.17715961898454993, 14: 0}"
475,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.8716850404031806, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0.6868571317297281, 13: 0.9963258903518922, 14: 0}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.11206233101932142, 6: 0, 7: 0, 8: 0, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.16960552397762743, 13: 0.17715961898454993, 14: 0}"
476,"{1: 0.9955031545198713, 2: 0, 3: 0, 4: 0, 5: 0.8716850404031806, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0.6868571317297281, 13: 0, 14: 0}","{1: 0.174195253377606, 2: 0, 3: 0, 4: 0, 5: 0.11206233101932142, 6: 0, 7: 0, 8: 0, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.16960552397762743, 13: 0, 14: 0}"
477,"{1: 0.9955031545198713, 2: 0, 3: 0, 4: 0, 5: 0.9155096827392941, 6: 0, 7: 0, 8: 0.37887703226077335, 9: 1, 10: 0, 11: 0, 12: 0.6868571317297281, 13: 0, 14: 0}","{1: 0.174195253377606, 2: 0, 3: 0, 4: 0, 5: 0.10648217232073845, 6: 0, 7: 0, 8: 0.22773761532439316, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.16960552397762743, 13: 0, 14: 0}"
478,"{1: 0.9572531937375433, 2: 0, 3: 0, 4: 0, 5: 0.9155096827392941, 6: 0, 7: 0, 8: 0.36484469676423287, 9: 1, 10: 0, 11: 0, 12: 0.6868571317297281, 13: 0, 14: 0}","{1: 0.17223619055512612, 2: 0, 3: 0, 4: 0, 5: 0.10648217232073845, 6: 0, 7: 0, 8: 0.23499535423518825, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.16960552397762743, 13: 0, 14: 0}"
479,"{1: 0.9572531937375433, 2: 0, 3: 0, 4: 0, 5: 0.9208862865017456, 6: 0, 7: 0, 8: 0.36198544521111115, 9: 1, 10: 0, 11: 0, 12: 0.6868571317297281, 13: 0, 14: 0}","{1: 0.17223619055512612, 2: 0, 3: 0, 4: 0, 5: 0.10267947421287449, 6: 0, 7: 0, 8: 0.2382184185485688, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.16960552397762743, 13: 0, 14: 0}"
480,"{1: 0.9572531937375433, 2: 0, 3: 0, 4: 0, 5: 0.9208862865017456, 6: 0, 7: 0, 8: 0.36198544521111115, 9: 1, 10: 0, 11: 0, 12: 0.7304450863961115, 13: 0, 14: 0}","{1: 0.17223619055512612, 2: 0, 3: 0, 4: 0, 5: 0.10267947421287449, 6: 0, 7: 0, 8: 0.2382184185485688, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.17191668476235816, 13: 0, 14: 0}"
481,"{1: 0.9572531937375433, 2: 0, 3: 0, 4: 0, 5: 0.921723358609545, 6: 0, 7: 0, 8: 0.3722035083023794, 9: 1, 10: 0, 11: 0, 12: 0.7304450863961115, 13: 0, 14: 0}","{1: 0.17223619055512612, 2: 0, 3: 0, 4: 0, 5: 0.10257850379013694, 6: 0, 7: 0, 8: 0.23564212661793477, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.17191668476235816, 13: 0, 14: 0}"
482,"{1: 0.9572531937375433, 2: 0, 3: 0, 4: 0, 5: 0.921723358609545, 6: 0, 7: 0, 8: 0.3722035083023794, 9: 1, 10: 0, 11: 0, 12: 0.7304450863961115, 13: 0, 14: 0}","{1: 0.17223619055512612, 2: 0, 3: 0, 4: 0, 5: 0.10257850379013694, 6: 0, 7: 0, 8: 0.23564212661793477, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.17191668476235816, 13: 0, 14: 0}"
483,"{1: 0.9572531937375433, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0.3722035083023794, 9: 1, 10: 0, 11: 0, 12: 0.45066874817520286, 13: 0, 14: 0}","{1: 0.17223619055512612, 2: 0, 3: 0, 4: 0, 5: 0.11892406233538359, 6: 0, 7: 0, 8: 0.23564212661793477, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.1589688960875285, 13: 0, 14: 0}"
484,"{1: 0.9572531937375433, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0.3722035083023794, 9: 1, 10: 0, 11: 0, 12: 0.5178184380761298, 13: 0, 14: 0}","{1: 0.17223619055512612, 2: 0, 3: 0, 4: 0, 5: 0.11919593664074837, 6: 0, 7: 0, 8: 0.23564212661793477, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.16218607339074578, 13: 0, 14: 0}"
485,"{1: 0.9572531937375433, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0.36963020232661137, 9: 1, 10: 0, 11: 0, 12: 0.5178184380761298, 13: 0, 14: 0}","{1: 0.17223619055512612, 2: 0, 3: 0, 4: 0, 5: 0.11952976561637528, 6: 0, 7: 0, 8: 0.2367438568460747, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.16218607339074578, 13: 0, 14: 0}"
486,"{1: 0.9572531937375433, 2: 0, 3: 0, 4: 0, 5: 0.9415528863864663, 6: 0, 7: 0, 8: 0.36963020232661137, 9: 1, 10: 0, 11: 0, 12: 0.6736900073353936, 13: 0, 14: 0}","{1: 0.17223619055512612, 2: 0, 3: 0, 4: 0, 5: 0.11076004147635575, 6: 0, 7: 0, 8: 0.2367438568460747, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.1735157966192849, 13: 0, 14: 0}"
487,"{1: 0.9572531937375433, 2: 0, 3: 0, 4: 0, 5: 0.7179679959371833, 6: 0, 7: 0, 8: 0.36963020232661137, 9: 1, 10: 0, 11: 0, 12: 0.9292062498852082, 13: 0, 14: 0}","{1: 0.17223619055512612, 2: 0, 3: 0, 4: 0, 5: 0.17467388890897864, 6: 0, 7: 0, 8: 0.2367438568460747, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.10082382112875908, 13: 0, 14: 0}"
488,"{1: 0.9572531937375433, 2: 0, 3: 0, 4: 0, 5: 0.7179679959371833, 6: 0, 7: 0, 8: 0.9122644094974577, 9: 1, 10: 0, 11: 0, 12: 0.36777770644887775, 13: 0, 14: 0}","{1: 0.17223619055512612, 2: 0, 3: 0, 4: 0, 5: 0.17467388890897864, 6: 0, 7: 0, 8: 0.10332775571731027, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.23891835159968913, 13: 0, 14: 0}"
489,"{1: 0.9572531937375433, 2: 0, 3: 0, 4: 0, 5: 0.7179679959371833, 6: 0, 7: 0, 8: 0.365628352890651, 9: 1, 10: 0, 11: 0, 12: 0.9363704963237885, 13: 0, 14: 0}","{1: 0.17223619055512612, 2: 0, 3: 0, 4: 0, 5: 0.17467388890897864, 6: 0, 7: 0, 8: 0.23050304309740374, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.10638448005184152, 13: 0, 14: 0}"
490,"{1: 1, 2: 0, 3: 0, 4: 0, 5: 0.7179679959371833, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0.9363704963237885, 13: 0, 14: 0}","{1: 0.16378925190421312, 2: 0, 3: 0, 4: 0, 5: 0.17467388890897864, 6: 0, 7: 0, 8: 0, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.10638448005184152, 13: 0, 14: 0}"
491,"{1: 1, 2: 0, 3: 0, 4: 0, 5: 0.7179679959371833, 6: 0, 7: 0, 8: 0.4891394244235318, 9: 1, 10: 0, 11: 0, 12: 0.9363704963237885, 13: 0, 14: 0}","{1: 0.16378925190421312, 2: 0, 3: 0, 4: 0, 5: 0.17467388890897864, 6: 0, 7: 0, 8: 0.2217780288219392, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.10638448005184152, 13: 0, 14: 0}"
492,"{1: 1, 2: 0, 3: 0, 4: 0, 5: 0.7475733154952391, 6: 0, 7: 0, 8: 0.4891394244235318, 9: 1, 10: 0, 11: 0, 12: 0.9363704963237885, 13: 0, 14: 0}","{1: 0.16378925190421312, 2: 0, 3: 0, 4: 0, 5: 0.17410790149376743, 6: 0, 7: 0, 8: 0.2217780288219392, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.10638448005184152, 13: 0, 14: 0}"
493,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.7475733154952391, 6: 0, 7: 0, 8: 0.4891394244235318, 9: 1, 10: 0, 11: 0, 12: 0.9363704963237885, 13: 1, 14: 0}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.17410790149376743, 6: 0, 7: 0, 8: 0.2217780288219392, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.10638448005184152, 13: 0.1553302151309262, 14: 0}"
494,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.4600477060189303, 6: 0, 7: 0, 8: 0.747564322039977, 9: 1, 10: 0, 11: 0, 12: 0.9363704963237885, 13: 1, 14: 0}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.22267072270687063, 6: 0, 7: 0, 8: 0.17797639316464128, 9: 0.11118766636605043, 10: 0, 11: 0, 12: 0.10638448005184152, 13: 0.1553302151309262, 14: 0}"
495,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.4600477060189303, 6: 0, 7: 0, 8: 0.747564322039977, 9: 1, 10: 0, 11: 0, 12: 0.9480820001961355, 13: 1, 14: 0}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.22267072270687063, 6: 0, 7: 0, 8: 0.17797639316464128, 9: 0.11738381349423362, 10: 0, 11: 0, 12: 0.1006767668709334, 13: 0.1553302151309262, 14: 0}"
496,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.4600477060189303, 6: 0, 7: 0, 8: 0.747564322039977, 9: 1, 10: 0, 11: 0, 12: 0.9480820001961355, 13: 1, 14: 0}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.22267072270687063, 6: 0, 7: 0, 8: 0.17797639316464128, 9: 0.11738381349423362, 10: 0, 11: 0, 12: 0.1006767668709334, 13: 0.1553302151309262, 14: 0}"
497,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.4600477060189303, 6: 0, 7: 0, 8: 0.747564322039977, 9: 1, 10: 0, 11: 0, 12: 0.9480820001961355, 13: 0.9764418360101786, 14: 0}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.22267072270687063, 6: 0, 7: 0, 8: 0.17797639316464128, 9: 0.11738381349423362, 10: 0, 11: 0, 12: 0.1006767668709334, 13: 0.17280204495813584, 14: 0}"
498,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.45616012191284383, 6: 0, 7: 0, 8: 0.789619138849296, 9: 1, 10: 0, 11: 0, 12: 0.9480820001961355, 13: 0.9764418360101786, 14: 0}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.21505379108980663, 6: 0, 7: 0, 8: 0.18055742465435726, 9: 0.11738381349423362, 10: 0, 11: 0, 12: 0.1006767668709334, 13: 0.17280204495813584, 14: 0}"
499,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.45616012191284383, 6: 0, 7: 0, 8: 0.789619138849296, 9: 1, 10: 0, 11: 0, 12: 0.9480820001961355, 13: 0.9764418360101786, 14: 0}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.21505379108980663, 6: 0, 7: 0, 8: 0.18055742465435726, 9: 0.11738381349423362, 10: 0, 11: 0, 12: 0.1006767668709334, 13: 0.17280204495813584, 14: 0}"
500,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.45616012191284383, 6: 0, 7: 0, 8: 0.834645547717555, 9: 1, 10: 0, 11: 0, 12: 0.9061195917297724, 13: 0.9764418360101786, 14: 0}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.21505379108980663, 6: 0, 7: 0, 8: 0.1741137296134229, 9: 0.11738381349423362, 10: 0, 11: 0, 12: 0.10506845562071467, 13: 0.17280204495813584, 14: 0}"
501,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.45616012191284383, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0.9061195917297724, 13: 0.9764418360101786, 14: 0.8171578096429224}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.21505379108980663, 6: 0, 7: 0, 8: 0, 9: 0.11738381349423362, 10: 0, 11: 0, 12: 0.10506845562071467, 13: 0.17280204495813584, 14: 0.17139122324631711}"
502,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.980030716095516, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0.9061195917297724, 13: 0.4512398891396147, 14: 0.8171578096429224}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.1643394046176204, 6: 0, 7: 0, 8: 0, 9: 0.11738381349423362, 10: 0, 11: 0, 12: 0.10506845562071467, 13: 0.22237971624421288, 14: 0.17139122324631711}"
503,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.980030716095516, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0.9061195917297724, 13: 0.4156839356902823, 14: 0.8171578096429224}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.1643394046176204, 6: 0, 7: 0, 8: 0, 9: 0.11738381349423362, 10: 0, 11: 0, 12: 0.10506845562071467, 13: 0.24175511647227813, 14: 0.17139122324631711}"
504,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.980030716095516, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0.9152135196728574, 13: 0.4156839356902823, 14: 0.8171578096429224}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.1643394046176204, 6: 0, 7: 0, 8: 0, 9: 0.1191637296234611, 10: 0, 11: 0, 12: 0.10350390687515126, 13: 0.24175511647227813, 14: 0.17139122324631711}"
505,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.980030716095516, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0.8721262376236878, 12: 0, 13: 0.4156839356902823, 14: 0.8171578096429224}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.1643394046176204, 6: 0, 7: 0, 8: 0, 9: 0.1191637296234611, 10: 0, 11: 0.11004890995590853, 12: 0, 13: 0.24175511647227813, 14: 0.17139122324631711}"
506,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.980030716095516, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0.8698612169972608, 12: 0, 13: 0.4251614027230889, 14: 0.8171578096429224}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.1643394046176204, 6: 0, 7: 0, 8: 0, 9: 0.1191637296234611, 10: 0, 11: 0.10693720556514795, 12: 0, 13: 0.2429485021502395, 14: 0.17139122324631711}"
507,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.980030716095516, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0.8518837736061335, 12: 0, 13: 0.4251614027230889, 14: 0.8171578096429224}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.1643394046176204, 6: 0, 7: 0, 8: 0, 9: 0.1191637296234611, 10: 0, 11: 0.1061403217116464, 12: 0, 13: 0.2429485021502395, 14: 0.17139122324631711}"
508,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.980030716095516, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0.8518837736061335, 12: 0, 13: 0, 14: 0.8171578096429224}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.1643394046176204, 6: 0, 7: 0, 8: 0, 9: 0.1191637296234611, 10: 0, 11: 0.1061403217116464, 12: 0, 13: 0, 14: 0.17139122324631711}"
509,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.6837781391747274, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.8171578096429224}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.11564802726826662, 6: 0, 7: 0, 8: 0, 9: 0.1191637296234611, 10: 0, 11: 0.15242353198552874, 12: 0, 13: 0, 14: 0.17139122324631711}"
510,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.6837781391747274, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0.4124491011850648, 13: 0, 14: 0.8171578096429224}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.11564802726826662, 6: 0, 7: 0, 8: 0, 9: 0.1191637296234611, 10: 0, 11: 0.15242353198552874, 12: 0.23868194914608648, 13: 0, 14: 0.17139122324631711}"
511,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.6837781391747274, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0.4124491011850648, 13: 0, 14: 0.8171578096429224}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.11564802726826662, 6: 0, 7: 0, 8: 0, 9: 0.1191637296234611, 10: 0, 11: 0.15242353198552874, 12: 0.23868194914608648, 13: 0, 14: 0.17139122324631711}"
512,"{1: 0, 2: 0, 3: 0.432716864357558, 4: 0, 5: 0.6837781391747274, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.8171578096429224}","{1: 0, 2: 0, 3: 0.2388362855084389, 4: 0, 5: 0.11564802726826662, 6: 0, 7: 0, 8: 0, 9: 0.1191637296234611, 10: 0, 11: 0.15242353198552874, 12: 0, 13: 0, 14: 0.17139122324631711}"
513,"{1: 0, 2: 0, 3: 0.432716864357558, 4: 0, 5: 0.6837781391747274, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.8171578096429224}","{1: 0, 2: 0, 3: 0.2388362855084389, 4: 0, 5: 0.11564802726826662, 6: 0, 7: 0, 8: 0, 9: 0.1191637296234611, 10: 0, 11: 0.15242353198552874, 12: 0, 13: 0, 14: 0.17139122324631711}"
514,"{1: 0, 2: 0, 3: 0.7204447803617566, 4: 0, 5: 0.4164009205051581, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.8171578096429224}","{1: 0, 2: 0, 3: 0.11734196653660221, 4: 0, 5: 0.22783585092304273, 6: 0, 7: 0, 8: 0, 9: 0.1191637296234611, 10: 0, 11: 0.15242353198552874, 12: 0, 13: 0, 14: 0.17139122324631711}"
515,"{1: 0, 2: 0, 3: 0.7204447803617566, 4: 0, 5: 0.4164009205051581, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.8171578096429224}","{1: 0, 2: 0, 3: 0.11734196653660221, 4: 0, 5: 0.22783585092304273, 6: 0, 7: 0, 8: 0, 9: 0.11959728516690521, 10: 0, 11: 0.15183801800100427, 12: 0, 13: 0, 14: 0.17139122324631711}"
516,"{1: 0, 2: 0, 3: 0.8070805343524973, 4: 0, 5: 0.4164009205051581, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.731469946612275}","{1: 0, 2: 0, 3: 0.17226839762222496, 4: 0, 5: 0.22783585092304273, 6: 0, 7: 0, 8: 0, 9: 0.11959728516690521, 10: 0, 11: 0.15183801800100427, 12: 0, 13: 0, 14: 0.1169338234002692}"
517,"{1: 0, 2: 0, 3: 0.8070805343524973, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.731469946612275}","{1: 0, 2: 0, 3: 0.17226839762222496, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.11959728516690521, 10: 0, 11: 0.15183801800100427, 12: 0, 13: 0, 14: 0.1169338234002692}"
518,"{1: 0, 2: 0, 3: 0.8070805343524973, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.731469946612275}","{1: 0, 2: 0, 3: 0.17226839762222496, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.11959728516690521, 10: 0, 11: 0.15183801800100427, 12: 0, 13: 0, 14: 0.1169338234002692}"
519,"{1: 0, 2: 0, 3: 0.8070805343524973, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.731469946612275}","{1: 0, 2: 0, 3: 0.17226839762222496, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.11959728516690521, 10: 0, 11: 0.15183801800100427, 12: 0, 13: 0, 14: 0.1169338234002692}"
520,"{1: 0, 2: 0.8042719061811184, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.731469946612275}","{1: 0, 2: 0.1723331091338779, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.11959728516690521, 10: 0, 11: 0.15183801800100427, 12: 0, 13: 0, 14: 0.1169338234002692}"
521,"{1: 0, 2: 0.8042719061811184, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7333047499052138}","{1: 0, 2: 0.1723331091338779, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.11959728516690521, 10: 0, 11: 0.14609388463446552, 12: 0, 13: 0, 14: 0.12160643907601423}"
522,"{1: 0, 2: 0.8042719061811184, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0.430663993645174, 14: 0.7333047499052138}","{1: 0, 2: 0.1723331091338779, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.11959728516690521, 10: 0, 11: 0.14609388463446552, 12: 0, 13: 0.23472728073415722, 14: 0.12160643907601423}"
523,"{1: 0, 2: 0.8042719061811184, 3: 0, 4: 0, 5: 0.43426078867823853, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7333047499052138}","{1: 0, 2: 0.1723331091338779, 3: 0, 4: 0, 5: 0.22713963876188448, 6: 0, 7: 0, 8: 0, 9: 0.11959728516690521, 10: 0, 11: 0.14609388463446552, 12: 0, 13: 0, 14: 0.12160643907601423}"
524,"{1: 0, 2: 0.8042719061811184, 3: 0, 4: 0, 5: 0.4158422913181875, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7333047499052138}","{1: 0, 2: 0.1723331091338779, 3: 0, 4: 0, 5: 0.22713793339277352, 6: 0, 7: 0, 8: 0, 9: 0.11959728516690521, 10: 0, 11: 0.14609388463446552, 12: 0, 13: 0, 14: 0.12160643907601423}"
525,"{1: 0, 2: 0.8042719061811184, 3: 0, 4: 0, 5: 0.4158422913181875, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7205787700396081}","{1: 0, 2: 0.1723331091338779, 3: 0, 4: 0, 5: 0.22713793339277352, 6: 0, 7: 0, 8: 0, 9: 0.11959728516690521, 10: 0, 11: 0.13617865528954895, 12: 0, 13: 0, 14: 0.13112625708864378}"
526,"{1: 0, 2: 0.7690466701331994, 3: 0, 4: 0, 5: 0.4158422913181875, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7555941851041067}","{1: 0, 2: 0.12774337881754932, 3: 0, 4: 0, 5: 0.22713793339277352, 6: 0, 7: 0, 8: 0, 9: 0.11959728516690521, 10: 0, 11: 0.13617865528954895, 12: 0, 13: 0, 14: 0.1783135084581782}"
527,"{1: 0, 2: 0.7690466701331994, 3: 0, 4: 0, 5: 0.4158422913181875, 6: 0, 7: 0, 8: 0.7457999966979116, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.12774337881754932, 3: 0, 4: 0, 5: 0.22713793339277352, 6: 0, 7: 0, 8: 0.17470236099654615, 9: 0.11959728516690521, 10: 0, 11: 0.13617865528954895, 12: 0, 13: 0, 14: 0}"
528,"{1: 0, 2: 0.7690466701331994, 3: 0, 4: 0, 5: 0.4158422913181875, 6: 0, 7: 0, 8: 0.7457999966979116, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.12774337881754932, 3: 0, 4: 0, 5: 0.22713793339277352, 6: 0, 7: 0, 8: 0.17470236099654615, 9: 0.11959728516690521, 10: 0, 11: 0.13617865528954895, 12: 0, 13: 0, 14: 0}"
529,"{1: 0, 2: 1, 3: 0, 4: 0, 5: 0.4158422913181875, 6: 0, 7: 0, 8: 0.7457999966979116, 9: 1, 10: 0, 11: 0.7524965833828073, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.14037702291060464, 3: 0, 4: 0, 5: 0.22713793339277352, 6: 0, 7: 0, 8: 0.17470236099654615, 9: 0.11959728516690521, 10: 0, 11: 0.12256951777275482, 12: 0, 13: 0, 14: 0}"
530,"{1: 0, 2: 1, 3: 0, 4: 0, 5: 0.4158422913181875, 6: 0, 7: 0, 8: 0.8321973531709876, 9: 1, 10: 0, 11: 0.6561724026913034, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.14037702291060464, 3: 0, 4: 0, 5: 0.22713793339277352, 6: 0, 7: 0, 8: 0.16820369908172247, 9: 0.11959728516690521, 10: 0, 11: 0.12717365989038426, 12: 0, 13: 0, 14: 0}"
531,"{1: 0, 2: 1, 3: 0, 4: 0, 5: 0.4158422913181875, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0.6561724026913034, 12: 0, 13: 0, 14: 0.8212125860595135}","{1: 0, 2: 0.14037702291060464, 3: 0, 4: 0, 5: 0.22713793339277352, 6: 0, 7: 0, 8: 0, 9: 0.11959728516690521, 10: 0, 11: 0.12717365989038426, 12: 0, 13: 0, 14: 0.1710225117541632}"
