plan_id,black_scores,latino_scores
2739,"{1: 0, 2: 0.7871626834202788, 3: 0.8711462779016665, 4: 1, 5: 0.35838178406556853, 6: 0, 7: 0.5126718799292258, 8: 1, 9: 0.915964206961249, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.10501633096583485, 4: 0.10896433168569987, 5: 0.1548585936612396, 6: 0, 7: 0.278945155818277, 8: 0.09103083046383774, 9: 0.1431331558545002, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}"
2740,"{1: 0, 2: 0.7871626834202788, 3: 0.8711462779016665, 4: 1, 5: 0.35838178406556853, 6: 0, 7: 1, 8: 0.542920871240412, 9: 0.915964206961249, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.10501633096583485, 4: 0.10896433168569987, 5: 0.1548585936612396, 6: 0, 7: 0.11067085677901566, 8: 0.25913454608028236, 9: 0.1431331558545002, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}"
2741,"{1: 0, 2: 0.7871626834202788, 3: 0.8711462779016665, 4: 1, 5: 0.8897826529383936, 6: 0, 7: 1, 8: 0.542920871240412, 9: 0.3839098372113566, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.10501633096583485, 4: 0.10896433168569987, 5: 0.14606581104027086, 6: 0, 7: 0.11067085677901566, 8: 0.25913454608028236, 9: 0.15201283804911483, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}"
2742,"{1: 0, 2: 0.7871626834202788, 3: 0.8711462779016665, 4: 1, 5: 1, 6: 0, 7: 0.984545171253287, 8: 0.542920871240412, 9: 0.3839098372113566, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.10501633096583485, 4: 0.10896433168569987, 5: 0.11969715629172092, 6: 0, 7: 0.1394010576804909, 8: 0.25913454608028236, 9: 0.15201283804911483, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}"
2743,"{1: 0, 2: 0.7871626834202788, 3: 0.8711462779016665, 4: 1, 5: 1, 6: 0, 7: 0.984545171253287, 8: 0.542920871240412, 9: 0.4086769478692206, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.10501633096583485, 4: 0.10896433168569987, 5: 0.09494060392080027, 6: 0, 7: 0.1394010576804909, 8: 0.25913454608028236, 9: 0.17426541003334872, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}"
2744,"{1: 0, 2: 0.7871626834202788, 3: 0.8711462779016665, 4: 1, 5: 1, 6: 0, 7: 0.984545171253287, 8: 0, 9: 0.4086769478692206, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.10501633096583485, 4: 0.10896433168569987, 5: 0.09494060392080027, 6: 0, 7: 0.1394010576804909, 8: 0, 9: 0.17426541003334872, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}"
2745,"{1: 0, 2: 0.7871626834202788, 3: 0.8711462779016665, 4: 1, 5: 1, 6: 0, 7: 0.984545171253287, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.10501633096583485, 4: 0.10896433168569987, 5: 0.13146721196273428, 6: 0, 7: 0.1394010576804909, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}"
2746,"{1: 0, 2: 0.7871626834202788, 3: 0.8711462779016665, 4: 1, 5: 1, 6: 0, 7: 0.6456703167761504, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.10501633096583485, 4: 0.10896433168569987, 5: 0.10540406579145259, 6: 0, 7: 0.16743994216250085, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}"
2747,"{1: 0, 2: 0.7871626834202788, 3: 0.8711462779016665, 4: 1, 5: 1, 6: 0, 7: 0.5246333897883251, 8: 0, 9: 0.5023531295513726, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.10501633096583485, 4: 0.10896433168569987, 5: 0.10540406579145259, 6: 0, 7: 0.17658669936401047, 8: 0, 9: 0.13410202037049268, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}"
2748,"{1: 0, 2: 0.7871626834202788, 3: 0.8711462779016665, 4: 1, 5: 0.9573828793404694, 6: 0, 7: 0.5246333897883251, 8: 0, 9: 0.9072598979553945, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.10501633096583485, 4: 0.10896433168569987, 5: 0.10139866696999232, 6: 0, 7: 0.17658669936401047, 8: 0, 9: 0.1352612660231517, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}"
2749,"{1: 0, 2: 0.7871626834202788, 3: 0, 4: 1, 5: 0.9573828793404694, 6: 0, 7: 0.5246333897883251, 8: 0.880448717529295, 9: 0.9072598979553945, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0, 4: 0.10896433168569987, 5: 0.10139866696999232, 6: 0, 7: 0.17658669936401047, 8: 0.11115668015570161, 9: 0.1352612660231517, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}"
2750,"{1: 0, 2: 0.7871626834202788, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0.5246333897883251, 8: 0.880448717529295, 9: 0.9072598979553945, 10: 0, 11: 0, 12: 0, 13: 0.9573965148340472, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0, 4: 0.10896433168569987, 5: 0, 6: 0, 7: 0.17658669936401047, 8: 0.11115668015570161, 9: 0.1352612660231517, 10: 0, 11: 0, 12: 0, 13: 0.10144583538478122, 14: 0}"
2751,"{1: 0, 2: 0.7871626834202788, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0.5246333897883251, 8: 0.880448717529295, 9: 0.9072598979553945, 10: 0, 11: 0, 12: 0, 13: 0.8851521697856145, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0, 4: 0.10560886773716911, 5: 0, 6: 0, 7: 0.17658669936401047, 8: 0.11115668015570161, 9: 0.1352612660231517, 10: 0, 11: 0, 12: 0, 13: 0.10471166939725367, 14: 0}"
2752,"{1: 0, 2: 0.7871626834202788, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0.5246333897883251, 8: 0.880448717529295, 9: 0.9072598979553945, 10: 0, 11: 0, 12: 0, 13: 0.8851521697856145, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0, 4: 0.10560886773716911, 5: 0, 6: 0, 7: 0.17658669936401047, 8: 0.11115668015570161, 9: 0.1352612660231517, 10: 0, 11: 0, 12: 0, 13: 0.10471166939725367, 14: 0}"
2753,"{1: 0, 2: 0.7871626834202788, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0.5246333897883251, 8: 0.880448717529295, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.8851521697856145, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.19461428702361636, 4: 0.10560886773716911, 5: 0, 6: 0, 7: 0.17658669936401047, 8: 0.11115668015570161, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10471166939725367, 14: 0}"
2754,"{1: 0, 2: 0.7871626834202788, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.880448717529295, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.8851521697856145, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.19461428702361636, 4: 0.10560886773716911, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.11115668015570161, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10471166939725367, 14: 0}"
2755,"{1: 0, 2: 0.7871626834202788, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.880448717529295, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.8851521697856145, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.19461428702361636, 4: 0.10560886773716911, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.11115668015570161, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10471166939725367, 14: 0}"
2756,"{1: 0, 2: 0.7871626834202788, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.880448717529295, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.8696475465583946, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.09331082243316631, 4: 0.10560886773716911, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.11115668015570161, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.21282510270841418, 14: 0}"
2757,"{1: 0, 2: 0.7871626834202788, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.880448717529295, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.8696475465583946, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.09331082243316631, 4: 0.11646356038205799, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.11115668015570161, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.21282510270841418, 14: 0}"
2758,"{1: 0, 2: 0.7871626834202788, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.7766467194454982, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.9693356269244341, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.09331082243316631, 4: 0.11646356038205799, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.22355832556472935, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.09508465575044665, 14: 0}"
2759,"{1: 0, 2: 0.7871626834202788, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.7372251098481687, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.9693356269244341, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.09331082243316631, 4: 0.11646356038205799, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.18519789931366482, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.09508465575044665, 14: 0}"
2760,"{1: 0, 2: 0.7871626834202788, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.7372251098481687, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.9581319798418593, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.09433271027584567, 4: 0.11646356038205799, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.18519789931366482, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.09410037601665092, 14: 0}"
2761,"{1: 0, 2: 0.7871626834202788, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.7372251098481687, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.9581319798418593, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.09433271027584567, 4: 0.11646356038205799, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.18519789931366482, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.09410037601665092, 14: 0}"
2762,"{1: 0, 2: 0.7871626834202788, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.7372251098481687, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.9581319798418593, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.09433271027584567, 4: 0.12121081715825209, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.18519789931366482, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.09410037601665092, 14: 0}"
2763,"{1: 0, 2: 0.7871626834202788, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.7103368670575928, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.9581319798418593, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.09433271027584567, 4: 0.12121081715825209, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.18366101227048165, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.09410037601665092, 14: 0}"
2764,"{1: 0, 2: 0.7871626834202788, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.9581319798418593, 14: 0.7536923004656629}","{1: 0, 2: 0.0929588906692498, 3: 0.09433271027584567, 4: 0.12121081715825209, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.09410037601665092, 14: 0.19752300501458053}"
2765,"{1: 0, 2: 0.7871626834202788, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.3470811343965067, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.9581319798418593, 14: 0.7536923004656629}","{1: 0, 2: 0.0929588906692498, 3: 0.09433271027584567, 4: 0.12121081715825209, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.19595689471338026, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.09410037601665092, 14: 0.19752300501458053}"
2766,"{1: 0, 2: 0.7871626834202788, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.7385079932492297, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.9581319798418593, 14: 0.33427085449726207}","{1: 0, 2: 0.0929588906692498, 3: 0.09433271027584567, 4: 0.12121081715825209, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.2239181956646911, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.09410037601665092, 14: 0.1656778239598468}"
2767,"{1: 0, 2: 0.7871626834202788, 3: 0.8730390182529733, 4: 1, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.9612672917665205, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.9581319798418593, 14: 0.33427085449726207}","{1: 0, 2: 0.0929588906692498, 3: 0.21697470401075855, 4: 0.12121081715825209, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.10161109597406452, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.09410037601665092, 14: 0.1656778239598468}"
2768,"{1: 0, 2: 0.7871626834202788, 3: 0.8285038034908389, 4: 1, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.9612672917665205, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.9581319798418593, 14: 0.4422547175404125}","{1: 0, 2: 0.0929588906692498, 3: 0.14834705517147154, 4: 0.12121081715825209, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.10161109597406452, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.09410037601665092, 14: 0.23180503764482255}"
2769,"{1: 0, 2: 0.7871626834202788, 3: 0.8285038034908389, 4: 0.9342380136808073, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.9612672917665205, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.4422547175404125}","{1: 0, 2: 0.0929588906692498, 3: 0.14834705517147154, 4: 0.0936734926732232, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.10161109597406452, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.12189802314430255, 14: 0.23180503764482255}"
2770,"{1: 0, 2: 0.7871626834202788, 3: 0.8285038034908389, 4: 0.9684000014430934, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.9612672917665205, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.4422547175404125}","{1: 0, 2: 0.0929588906692498, 3: 0.14834705517147154, 4: 0.09562066898146039, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.10161109597406452, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.12063419443144852, 14: 0.23180503764482255}"
2771,"{1: 0, 2: 0.7871626834202788, 3: 0.8285038034908389, 4: 0.9684000014430934, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.9612672917665205, 9: 0.3757751855245919, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.14834705517147154, 4: 0.09562066898146039, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.10161109597406452, 9: 0.2012610721814748, 10: 0, 11: 0, 12: 0, 13: 0.12063419443144852, 14: 0}"
2772,"{1: 0, 2: 0.7871626834202788, 3: 0.8285038034908389, 4: 0.9684000014430934, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.9612672917665205, 9: 0.3757751855245919, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.14834705517147154, 4: 0.09562066898146039, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.10161109597406452, 9: 0.2012610721814748, 10: 0, 11: 0, 12: 0, 13: 0.12063419443144852, 14: 0}"
2773,"{1: 0, 2: 0.7871626834202788, 3: 0.8285038034908389, 4: 0.97711708704992, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.9517529883834793, 9: 0.3757751855245919, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.14834705517147154, 4: 0.0948168479649303, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.10255377813811256, 9: 0.2012610721814748, 10: 0, 11: 0, 12: 0, 13: 0.12063419443144852, 14: 0}"
2774,"{1: 0, 2: 0.7871626834202788, 3: 0.8285038034908389, 4: 0.97711708704992, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.9517529883834793, 9: 0.3757751855245919, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.14834705517147154, 4: 0.0948168479649303, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.10255377813811256, 9: 0.2012610721814748, 10: 0, 11: 0, 12: 0, 13: 0.11368011289494734, 14: 0}"
2775,"{1: 0, 2: 0.7871626834202788, 3: 0.8027048776783048, 4: 0.97711708704992, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.9879045138007316, 9: 0.3757751855245919, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.14826820602314883, 4: 0.0948168479649303, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.09943206206661814, 9: 0.2012610721814748, 10: 0, 11: 0, 12: 0, 13: 0.11368011289494734, 14: 0}"
2776,"{1: 0, 2: 0.7871626834202788, 3: 0.8027048776783048, 4: 0.97711708704992, 5: 0, 6: 0, 7: 0.493417686106368, 8: 0.9879045138007316, 9: 0.3757751855245919, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.14826820602314883, 4: 0.0948168479649303, 5: 0, 6: 0, 7: 0.17387245959854114, 8: 0.09943206206661814, 9: 0.2012610721814748, 10: 0, 11: 0, 12: 0, 13: 0.11368011289494734, 14: 0}"
2777,"{1: 0, 2: 0.7871626834202788, 3: 0.8027048776783048, 4: 0.97711708704992, 5: 0.7244562851610218, 6: 0, 7: 0, 8: 0.9879045138007316, 9: 0.3757751855245919, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.14826820602314883, 4: 0.0948168479649303, 5: 0.15249690728827717, 6: 0, 7: 0, 8: 0.09943206206661814, 9: 0.2012610721814748, 10: 0, 11: 0, 12: 0, 13: 0.11368011289494734, 14: 0}"
2778,"{1: 0, 2: 0.7871626834202788, 3: 0.730009090261488, 4: 0.97711708704992, 5: 0.7926748081028753, 6: 0, 7: 0, 8: 0.9879045138007316, 9: 0.3757751855245919, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.15411274909647066, 4: 0.0948168479649303, 5: 0.14706160084326492, 6: 0, 7: 0, 8: 0.09943206206661814, 9: 0.2012610721814748, 10: 0, 11: 0, 12: 0, 13: 0.11368011289494734, 14: 0}"
2779,"{1: 0, 2: 0.7871626834202788, 3: 0.730009090261488, 4: 0.97711708704992, 5: 0.7926748081028753, 6: 0, 7: 0, 8: 0.9879045138007316, 9: 0.3757751855245919, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.15411274909647066, 4: 0.0948168479649303, 5: 0.14706160084326492, 6: 0, 7: 0, 8: 0.09943206206661814, 9: 0.2012610721814748, 10: 0, 11: 0, 12: 0, 13: 0.11368011289494734, 14: 0}"
2780,"{1: 0, 2: 0.7871626834202788, 3: 0.730009090261488, 4: 0.97711708704992, 5: 0.7926748081028753, 6: 0, 7: 0, 8: 0.9879045138007316, 9: 0.5139035018613667, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.15411274909647066, 4: 0.0948168479649303, 5: 0.14706160084326492, 6: 0, 7: 0, 8: 0.09943206206661814, 9: 0.2673101833533972, 10: 0, 11: 0, 12: 0, 13: 0.11368011289494734, 14: 0}"
2781,"{1: 0, 2: 0.7871626834202788, 3: 0.730009090261488, 4: 0.97711708704992, 5: 0.7804084740635372, 6: 0, 7: 0, 8: 0.9879045138007316, 9: 0.5139035018613667, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.15411274909647066, 4: 0.0948168479649303, 5: 0.14674661128064767, 6: 0, 7: 0, 8: 0.09943206206661814, 9: 0.2673101833533972, 10: 0, 11: 0, 12: 0, 13: 0.11368011289494734, 14: 0}"
2782,"{1: 0, 2: 0.7871626834202788, 3: 0.730009090261488, 4: 0.97711708704992, 5: 0.7804084740635372, 6: 0, 7: 0, 8: 0.9879045138007316, 9: 0.5139035018613667, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.15411274909647066, 4: 0.0948168479649303, 5: 0.14674661128064767, 6: 0, 7: 0, 8: 0.09943206206661814, 9: 0.2673101833533972, 10: 0, 11: 0, 12: 0, 13: 0.11368011289494734, 14: 0}"
2783,"{1: 0, 2: 0.7871626834202788, 3: 0.730009090261488, 4: 0.97711708704992, 5: 0.7804084740635372, 6: 0, 7: 0, 8: 0.9879045138007316, 9: 0.5046168237169144, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.15411274909647066, 4: 0.0948168479649303, 5: 0.14674661128064767, 6: 0, 7: 0, 8: 0.09943206206661814, 9: 0.25439354140626663, 10: 0, 11: 0, 12: 0, 13: 0.11368011289494734, 14: 0}"
2784,"{1: 0, 2: 0.7871626834202788, 3: 0.730009090261488, 4: 0.97711708704992, 5: 0.7804084740635372, 6: 0, 7: 0, 8: 0.9879045138007316, 9: 0.5046168237169144, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.15411274909647066, 4: 0.0948168479649303, 5: 0.14674661128064767, 6: 0, 7: 0, 8: 0.09943206206661814, 9: 0.25439354140626663, 10: 0, 11: 0, 12: 0, 13: 0.10760510681908098, 14: 0}"
2785,"{1: 0, 2: 0.7871626834202788, 3: 0.730009090261488, 4: 0.97711708704992, 5: 0.7804084740635372, 6: 0, 7: 0, 8: 0.9879045138007316, 9: 0.5046168237169144, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.15411274909647066, 4: 0.0948168479649303, 5: 0.14674661128064767, 6: 0, 7: 0, 8: 0.09943206206661814, 9: 0.25439354140626663, 10: 0, 11: 0, 12: 0, 13: 0.10760510681908098, 14: 0}"
2786,"{1: 0, 2: 0.7871626834202788, 3: 0.730009090261488, 4: 0.97711708704992, 5: 0.7804084740635372, 6: 0, 7: 0, 8: 0.9879045138007316, 9: 0.5046168237169144, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.15411274909647066, 4: 0.0948168479649303, 5: 0.14674661128064767, 6: 0, 7: 0, 8: 0.09943206206661814, 9: 0.25439354140626663, 10: 0, 11: 0, 12: 0, 13: 0.10760510681908098, 14: 0}"
2787,"{1: 0, 2: 0.7871626834202788, 3: 0.730009090261488, 4: 0.97711708704992, 5: 0.7804084740635372, 6: 0, 7: 0, 8: 0.9848676794958247, 9: 0.5046168237169144, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.15411274909647066, 4: 0.0948168479649303, 5: 0.14674661128064767, 6: 0, 7: 0, 8: 0.10740326471923643, 9: 0.25439354140626663, 10: 0, 11: 0, 12: 0, 13: 0.09958776116191131, 14: 0}"
2788,"{1: 0, 2: 0.7871626834202788, 3: 0.730009090261488, 4: 0.97711708704992, 5: 0.7804084740635372, 6: 0, 7: 0, 8: 0.9848676794958247, 9: 0.5046168237169144, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.15411274909647066, 4: 0.0948168479649303, 5: 0.14674661128064767, 6: 0, 7: 0, 8: 0.10740326471923643, 9: 0.25439354140626663, 10: 0, 11: 0, 12: 0, 13: 0.09958776116191131, 14: 0}"
2789,"{1: 0, 2: 0.7871626834202788, 3: 0.730009090261488, 4: 0.97711708704992, 5: 0.7804084740635372, 6: 0, 7: 0.4897095071820048, 8: 0.9848676794958247, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.15411274909647066, 4: 0.0948168479649303, 5: 0.14674661128064767, 6: 0, 7: 0.24652555255008324, 8: 0.10740326471923643, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.09958776116191131, 14: 0}"
2790,"{1: 0, 2: 0.7871626834202788, 3: 0.730009090261488, 4: 0.97711708704992, 5: 1, 6: 0, 7: 0.4897095071820048, 8: 0.7571411878095828, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.15411274909647066, 4: 0.0948168479649303, 5: 0.10713409820842039, 6: 0, 7: 0.24652555255008324, 8: 0.14636834173410956, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.09958776116191131, 14: 0}"
2791,"{1: 0, 2: 0.7871626834202788, 3: 0.730009090261488, 4: 0.97711708704992, 5: 1, 6: 0, 7: 0.4897095071820048, 8: 0.7571411878095828, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.15411274909647066, 4: 0.0948168479649303, 5: 0.10261699537274431, 6: 0, 7: 0.24652555255008324, 8: 0.14636834173410956, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10472596988131576, 14: 0}"
2792,"{1: 0, 2: 0.7871626834202788, 3: 0.730009090261488, 4: 0.97711708704992, 5: 1, 6: 0, 7: 0.6994801882182966, 8: 0.5497462390318657, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.15411274909647066, 4: 0.0948168479649303, 5: 0.10261699537274431, 6: 0, 7: 0.12803665379133508, 8: 0.26920472456666317, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10472596988131576, 14: 0}"
